ass.name,study,biome,latitude,longitude,abs_latitude,median_betaMPD,median_betaSESMPD,median_betaMNTD,median_betaSR,median_betaJacc,median_betaPhyloSor,median_betaCTI,SST_mean,betaSST_lm
100_606491,100,Temperate_Northern_Atlantic,51.14146339,-3.011323352,51.14146339,0.000196201,0.000443285,-0.000575079,0.001112285,0.014290475,0.01109226,0.00010712,11.76181798,0.364951227
112_2657775,112,Temperate_Northern_Atlantic,26.64669876,-93.35138337,26.64669876,0.001369669,0.001175972,0.005404604,0.001710303,0.006350986,0.015351782,0.007341241,25.76156746,0.616080096
112_2657778,112,Temperate_Northern_Atlantic,26.75750763,-93.08655062,26.75750763,0.001827533,0.001570724,0.008570896,0.000838425,0.001406151,0.033344622,0.008207084,25.72997515,0.555486781
112_2657779,112,Temperate_Northern_Atlantic,26.79431721,-92.99820003,26.79431721,0.000939351,0.001114643,0.005812236,0.003260382,0.007172672,0.034417282,0.005157766,25.72997515,0.555486781
112_2657780,112,Temperate_Northern_Atlantic,26.83106324,-92.90981309,26.83106324,0.001876867,0.001501397,0.007545697,0.000983392,-0.001913892,0.02062893,0.007855561,25.76801129,0.674526485
112_2657781,112,Temperate_Northern_Atlantic,26.86774559,-92.82138989,26.86774559,-0.000746697,0.000691424,0.003282432,0.004905497,0.002306329,0.030360859,0.003519036,25.73300747,0.641272882
112_2657782,112,Temperate_Northern_Atlantic,26.90436414,-92.7329305,26.90436414,0.000489586,0.000908463,0.00515071,0.001415702,0.006768352,0.023793178,0.006738831,25.6996478,1.183749407
112_2657783,112,Temperate_Northern_Atlantic,26.94091876,-92.64443504,26.94091876,-0.000116478,0.000748572,0.003805738,0.003168156,0.00606561,0.022800638,0.004510299,25.70346199,0.851476229
112_2657785,112,Temperate_Northern_Atlantic,27.01383577,-92.46733621,27.01383577,0.001556292,0.001450346,0.007945651,0.002306109,0.005513385,0.029538593,0.006681614,25.64403139,0.853463379
112_2657786,112,Temperate_Northern_Atlantic,27.05019792,-92.37873303,27.05019792,-0.000358191,0.000506495,0.005021192,0.003131476,0.005268202,0.025256917,0.005334408,25.73682952,1.268582989
112_2657787,112,Temperate_Northern_Atlantic,27.08649566,-92.29009414,27.08649566,-0.000556543,0.000427522,0.004784087,0.002402121,0.008376853,0.024618477,0.004671325,25.87916576,0.946181021
112_2657788,112,Temperate_Northern_Atlantic,27.12272889,-92.20141962,27.12272889,0.001245538,0.001366167,0.006456933,0.001761494,0.002209794,0.020563492,0.005981286,25.70830398,0.837753032
112_2657789,112,Temperate_Northern_Atlantic,27.15889747,-92.11270956,27.15889747,0.000114908,0.000926257,0.005376081,0.003063987,0.004352492,0.025542257,0.004825341,25.61775184,0.935327009
112_2657790,112,Temperate_Northern_Atlantic,27.1950013,-92.02396407,27.1950013,0.001168321,0.001289336,0.006967934,0.003098915,0.001920249,0.030855014,0.003179364,25.68236147,0.903265242
112_2657792,112,Temperate_Northern_Atlantic,27.26701422,-91.84636717,27.26701422,0.000621972,0.001116918,0.005112662,0.002804712,0.001701906,0.018966268,0.005945891,25.76193237,1.037798001
112_2657793,112,Temperate_Northern_Atlantic,27.30292308,-91.75751594,27.30292308,0.000831207,0.001108375,0.006628615,0.001591805,0.00165783,0.023284472,0.006269696,25.70396478,0.778658577
112_2657794,112,Temperate_Northern_Atlantic,27.33876671,-91.66862967,27.33876671,0.001341186,0.001167973,0.006577124,0.000178953,0.000686685,0.032694875,0.006772571,25.70396478,0.778658577
112_2657796,112,Temperate_Northern_Atlantic,27.41025784,-91.49075236,27.41025784,0.001634573,0.001718685,0.006780609,0.001400082,0.002480677,0.020694458,0.007098422,25.54993591,0.613753224
112_2657798,112,Temperate_Northern_Atlantic,27.48148667,-91.31273603,27.48148667,0.002189428,0.001805113,0.009378382,-0.000790156,0.005032086,0.028706107,0.009907852,25.57230602,0.537090554
112_2657802,112,Temperate_Northern_Atlantic,27.62315382,-90.95628953,27.62315382,0.000877371,0.001182884,0.006300247,0.003045399,-0.000392104,0.025366708,0.00717612,25.55706099,0.460773662
112_2657813,112,Temperate_Northern_Atlantic,28.00725099,-89.97326509,28.00725099,0.002879732,0.001708763,0.009173701,-0.002903484,0.003490993,0.026925051,0.008600595,25.46037336,0.409411338
112_2657835,112,Temperate_Northern_Atlantic,28.75081546,-87.99540519,28.75081546,0.000442738,0.00107888,0.00514955,0.00278042,0.002047731,0.021114461,0.006818364,25.01884104,1.123320358
112_2657926,112,Temperate_Northern_Atlantic,31.45779429,-79.67487578,31.45779429,-0.007894476,-0.005569076,-0.008178902,-0.018337868,-0.001418775,0.06143006,0.069405763,24.42827715,0.115638199
112_2658502,112,Temperate_Northern_Atlantic,26.47373252,-93.52851654,26.47373252,0.001756449,0.001203279,0.007629805,-0.001025733,0.007750707,0.024029262,0.008311488,25.80962133,0.570403086
112_2658504,112,Temperate_Northern_Atlantic,26.54788233,-93.35228226,26.54788233,0.001357776,0.001190645,0.007613254,8.63E-05,0.005487079,0.025271226,0.005664384,25.80217191,0.588125586
112_2658506,112,Temperate_Northern_Atlantic,26.62177934,-93.17590256,26.62177934,0.001951239,0.001761663,0.007999277,0.000664106,0.002522168,0.016019437,0.007656443,25.81096511,0.524365104
112_2658508,112,Temperate_Northern_Atlantic,26.69542256,-92.99937817,26.69542256,0.000483908,0.000857466,0.005921704,0.001613245,0.000331349,0.03356169,0.003001864,25.83725891,0.695827805
112_2658510,112,Temperate_Northern_Atlantic,26.76881101,-92.82270978,26.76881101,-0.001422959,-3.92E-06,0.002531668,0.002364728,0.001738008,0.0285645,0.003788088,25.75154289,0.679603409
112_2658511,112,Temperate_Northern_Atlantic,26.80540939,-92.73432182,26.80540939,0.000497714,0.000740659,0.00560574,0.001675,0.000715377,0.026223851,0.006820126,25.74832153,0.859837848
112_2658512,112,Temperate_Northern_Atlantic,26.84194372,-92.64589813,26.84194372,0.001557747,0.001260828,0.004683912,0.001562038,0.007172204,0.0225073,0.00730965,25.76265021,0.604262765
112_2658513,112,Temperate_Northern_Atlantic,26.87841388,-92.55743882,26.87841388,-6.13E-05,0.000695747,0.003862684,0.001692632,0.002223308,0.031348606,0.006162027,25.86008824,1.222122834
112_2658515,112,Temperate_Northern_Atlantic,26.95116118,-92.38041366,26.95116118,-0.000647495,0.000243009,0.00392175,0.001277951,0.020630162,0.026544277,0.003311095,25.66559099,0.788016218
112_2658516,112,Temperate_Northern_Atlantic,26.98743808,-92.29184801,26.98743808,0.000161086,0.000748126,0.003591504,0.004039783,0.002657142,0.02470558,0.003921244,25.75843802,0.935629478
112_2658517,112,Temperate_Northern_Atlantic,27.02365034,-92.2032471,27.02365034,0.000920806,0.000943611,0.005788973,0.000687447,0.001264114,0.025214729,0.009619084,25.79290048,1.267990727
112_2658518,112,Temperate_Northern_Atlantic,27.05979782,-92.11461103,27.05979782,0.000691443,0.001062505,0.004783333,0.002765394,0.007247327,0.019201882,0.005614872,25.72154291,0.868718442
112_2658519,112,Temperate_Northern_Atlantic,27.09588041,-92.0259399,27.09588041,0.001153275,0.001329675,0.006373986,0.002121592,0.000306864,0.03048805,0.008380465,25.79627981,0.865000427
112_2658520,112,Temperate_Northern_Atlantic,27.13189799,-91.9372338,27.13189799,9.44E-05,0.000742842,0.005633924,0.001887418,0.003993382,0.022936682,0.005087602,25.5936468,1.268422552
112_2658521,112,Temperate_Northern_Atlantic,27.16785045,-91.84849283,27.16785045,0.000852803,0.000891476,0.00586301,0.001682126,0.001002002,0.029475322,0.007212486,25.79601586,1.319129986
112_2658522,112,Temperate_Northern_Atlantic,27.20373767,-91.75971709,27.20373767,0.000162971,0.000702717,0.005015441,0.001880862,0.002569127,0.027865895,0.004892052,25.76193237,1.037798001
112_2658523,112,Temperate_Northern_Atlantic,27.23955953,-91.67090669,27.23955953,0.001453199,0.001478519,0.007543954,0.002830638,0.0063763,0.023369269,0.004895225,25.67089233,0.772398613
112_2658524,112,Temperate_Northern_Atlantic,27.27531591,-91.5820617,27.27531591,0.001851241,0.001675359,0.008176174,0.000185952,0.003652235,0.022751537,0.006283561,25.70107277,0.664644314
112_2658525,112,Temperate_Northern_Atlantic,27.31100671,-91.49318225,27.31100671,1.38E-05,0.000883521,0.004244153,0.004084796,0.002270474,0.021686247,0.004973954,25.70107277,0.664644314
112_2658529,112,Temperate_Northern_Atlantic,27.4531117,-91.13732175,27.4531117,0.0004375,0.000976505,0.005221953,0.002012374,0.002198687,0.026216628,0.005841167,25.68561198,2.035329367
112_2658532,112,Temperate_Northern_Atlantic,27.55899615,-90.87006943,27.55899615,0.001446762,0.001360125,0.00718761,0.000852939,0.000607078,0.022099877,0.006116247,25.623686,0.488431088
112_2658536,112,Temperate_Northern_Atlantic,27.69924391,-90.51326248,27.69924391,0.001236502,0.001202497,0.006994525,0.000332546,-0.000907834,0.019685621,0.007155222,25.5277259,0.181603242
112_2658554,112,Temperate_Northern_Atlantic,28.31700402,-88.90115754,28.31700402,0.002192432,0.002209629,0.006365139,0.002515016,0.002560678,0.022424081,0.006065448,25.36797655,0.61094646
112_2658562,112,Temperate_Northern_Atlantic,28.58443936,-88.18138596,28.58443936,0.000689335,0.000935356,0.006230832,0.001918115,0.004993859,0.022714585,0.006907523,25.312677,0.963735037
112_2658564,112,Temperate_Northern_Atlantic,28.65060359,-88.00113888,28.65060359,0.001222124,0.001332711,0.007017749,0.002061456,0.004013244,0.020773266,0.007565225,25.107622,0.90465446
112_2658570,112,Temperate_Northern_Atlantic,28.84741665,-87.45968374,28.84741665,0.00124219,0.001235601,0.006249304,0.00114016,0.000139882,0.019232189,0.007410435,25.06399129,0.939188044
112_2658575,112,Temperate_Northern_Atlantic,29.00949157,-87.00766853,29.00949157,0.001509393,0.001541394,0.006990992,0.001301638,0.003880053,0.024283346,0.005159595,24.90739085,1.423157897
112_2658639,112,Temperate_Northern_Atlantic,30.92385984,-81.16526713,30.92385984,-0.001826796,0.001206941,0.001651121,0.008152243,0.008819353,0.009516649,-0.020299752,21.56773275,-0.397622787
112_2658640,112,Temperate_Northern_Atlantic,30.95135624,-81.07326302,30.95135624,-0.001417591,0.001344789,0.002713361,0.007172215,0.010817839,0.014826792,-0.020531805,21.49620768,3.039013116
112_2659233,112,Temperate_Northern_Atlantic,26.44908044,-93.35316486,26.44908044,-0.000152946,0.000596954,0.005177228,0.001827831,0.005237017,0.027094441,0.004162761,25.83896281,0.782605922
112_2659235,112,Temperate_Northern_Atlantic,26.52293839,-93.17692352,26.52293839,-0.000644181,0.000396456,0.003366747,0.002280421,0.002519178,0.028629897,0.006611167,25.82576141,1.201211814
112_2659236,112,Temperate_Northern_Atlantic,26.55977205,-93.08874907,26.55977205,0.002106817,0.001985334,0.00699109,0.001408712,-0.003570505,0.013099798,0.007683571,25.83530884,0.720394774
112_2659239,112,Temperate_Northern_Atlantic,26.66989028,-92.8240117,26.66989028,0.001707412,0.001559521,0.008381003,0.002490984,0.001975098,0.022606372,0.005993552,25.70722625,0.638684331
112_2659240,112,Temperate_Northern_Atlantic,26.70646838,-92.73569488,26.70646838,0.000662129,0.001231495,0.007140968,0.003023662,0.011678546,0.02563084,0.005967841,25.70722625,0.638684331
112_2659242,112,Temperate_Northern_Atlantic,26.77943188,-92.55895523,26.77943188,0.002599306,0.001695898,0.009463576,2.21E-05,0.003314824,0.034419884,0.007757079,25.74312118,0.694643395
112_2659243,112,Temperate_Northern_Atlantic,26.81581704,-92.4705326,26.81581704,0.001130226,0.001419752,0.006823072,0.001340704,0.007143859,0.019719228,0.006952477,25.81292369,1.566095411
112_2659244,112,Temperate_Northern_Atlantic,26.85213765,-92.3820749,26.85213765,0.000378233,0.000731807,0.005406777,0.000459379,-0.00378697,0.018911059,0.003254646,25.80877245,0.632107866
112_2659245,112,Temperate_Northern_Atlantic,26.88839359,-92.29358221,26.88839359,0.000679547,0.001394248,0.006964559,0.003061264,0.010087601,0.023208568,0.00742936,25.70830398,0.837753032
112_2659246,112,Temperate_Northern_Atlantic,26.92458474,-92.20505463,26.92458474,0.000381109,0.001144025,0.00608372,0.003702222,0.007215658,0.025908712,0.005825366,25.68499067,0.907284134
112_2659247,112,Temperate_Northern_Atlantic,26.96071098,-92.11649227,26.96071098,0.001739759,0.001535557,0.005898666,0.001710518,0.002181206,0.022633713,0.007766982,25.82612169,1.175160212
112_2659248,112,Temperate_Northern_Atlantic,26.99677219,-92.02789521,26.99677219,0.001727071,0.001315823,0.007751155,0.002561289,0.005863382,0.025981422,0.005287289,25.72154291,0.868718442
112_2659250,112,Temperate_Northern_Atlantic,27.06869907,-91.85059743,27.06869907,0.001328719,0.001553569,0.005417025,0.001204977,0.001669444,0.023317577,0.007929672,25.88818026,0.817756841
112_2659251,112,Temperate_Northern_Atlantic,27.1045645,-91.7618969,27.1045645,0.000818556,0.001144357,0.006293267,0.003027272,0.000564303,0.023575738,0.005846475,25.78312268,0.815281824
112_2659252,112,Temperate_Northern_Atlantic,27.14036444,-91.67316207,27.14036444,-9.62E-05,0.000669021,0.005297538,0.00195244,0.004965868,0.023960425,0.00476058,25.67089233,0.772398613
112_2659253,112,Temperate_Northern_Atlantic,27.17609877,-91.58439306,27.17609877,-0.000241271,0.00054812,0.00297986,0.003791828,0.001870203,0.018284048,0.003252684,25.73579213,0.653391792
112_2659254,112,Temperate_Northern_Atlantic,27.21176738,-91.49558996,27.21176738,0.002107324,0.001645579,0.007646251,-0.0004441,0.002931495,0.032005504,0.00868848,25.7646747,0.755322226
112_2659255,112,Temperate_Northern_Atlantic,27.24737014,-91.40675287,27.24737014,0.002001521,0.001956728,0.008674315,0.001070767,0.009531416,0.025534439,0.007088081,25.70107277,0.664644314
112_2659256,112,Temperate_Northern_Atlantic,27.28290695,-91.3178819,27.28290695,0.004668828,0.00287752,0.009732615,0.002405201,-0.003426185,0.024737742,0.00826307,25.69859995,0.597909578
112_2659257,112,Temperate_Northern_Atlantic,27.31837769,-91.22897715,27.31837769,0.000555956,0.001057923,0.005828721,0.002183256,0.001814499,0.023478773,0.004984918,25.75485245,0.566053214
112_2659258,112,Temperate_Northern_Atlantic,27.35378226,-91.14003872,27.35378226,0.00049611,0.000684825,0.005454883,0.000966766,0.002371154,0.03358162,0.007172352,25.8023468,0.684400355
112_2659259,112,Temperate_Northern_Atlantic,27.38912052,-91.05106673,27.38912052,0.000945086,0.00113187,0.005956877,0.001582683,-0.005590447,0.016325558,0.006509561,25.58636736,0.504582547
112_2659260,112,Temperate_Northern_Atlantic,27.42439238,-90.96206127,27.42439238,0.000836344,0.001344459,0.006910653,0.002237551,0.008236865,0.022035609,0.005855088,25.56385193,0.582453301
112_2659261,112,Temperate_Northern_Atlantic,27.45959772,-90.87302245,27.45959772,0.001512665,0.001520822,0.005932769,0.001659892,0.004880421,0.016175778,0.005698432,25.59194805,0.428796075
112_2659263,112,Temperate_Northern_Atlantic,27.52980838,-90.69484518,27.52980838,0.000600192,0.001226788,0.006362956,0.000981813,0.001688101,0.020903908,0.008581603,25.68191935,0.901312896
112_2659283,112,Temperate_Northern_Atlantic,28.2170634,-88.90595315,28.2170634,7.20E-05,0.00083525,0.005035574,0.000796743,0.009661517,0.023178533,0.006502997,25.42886212,0.759829601
112_2659285,112,Temperate_Northern_Atlantic,28.284285,-88.72637234,28.284285,6.88E-05,0.001012616,0.003592255,0.001573751,0.002716271,0.023851955,0.007547517,25.50064771,1.151660473
112_2659286,112,Temperate_Northern_Atlantic,28.31779207,-88.63653615,28.31779207,0.001197636,0.001208106,0.005967401,0.000752163,0.007439762,0.024629445,0.005884606,25.49971076,0.924411366
112_2659287,112,Temperate_Northern_Atlantic,28.35122986,-88.5466696,28.35122986,0.001018219,0.001129977,0.006014373,0.000183386,0.007226089,0.021810124,0.007242748,25.51361321,0.908706301
112_2659964,112,Temperate_Northern_Atlantic,26.42411161,-93.17792771,26.42411161,0.001352482,0.001298472,0.006187485,0.001528374,0.000327201,0.021317742,0.007184731,25.83319029,0.519288603
112_2659966,112,Temperate_Northern_Atlantic,26.49767537,-93.00168229,26.49767537,0.00055361,0.000915284,0.005727361,0.003670428,0.000677633,0.023013884,0.004318759,25.79324917,0.660100734
112_2659968,112,Temperate_Northern_Atlantic,26.57098325,-92.82529573,26.57098325,0.001421646,0.001172842,0.006402316,0.001132254,0.00107614,0.021574031,0.006453159,25.84367879,0.770812094
112_2659970,112,Temperate_Northern_Atlantic,26.64403429,-92.6487688,26.64403429,0.001740403,0.002151414,0.007530443,0.001625757,-0.000351911,0.035673846,0.007157576,25.73300747,0.641272882
112_2659971,112,Temperate_Northern_Atlantic,26.6804632,-92.56045292,26.6804632,0.000531579,0.000758118,0.005725248,0.001343134,0.002250063,0.029598446,0.005626013,25.89906887,1.1585874
112_2659972,112,Temperate_Northern_Atlantic,26.71682753,-92.47210224,26.71682753,-0.000623451,0.000518005,0.003153884,0.002788191,0.003215823,0.031277906,0.005305563,25.79692346,0.711723838
112_2659973,112,Temperate_Northern_Atlantic,26.75312717,-92.38371685,26.75312717,0.002262842,0.001629876,0.006973562,0.000203725,0.00325195,0.019479771,0.007853676,25.77311435,0.69084797
112_2659974,112,Temperate_Northern_Atlantic,26.78936201,-92.29529685,26.78936201,0.000350423,0.001244104,0.005910931,0.003848623,0.002087575,0.0319628,0.005282475,25.80182728,0.6825959
112_2659975,112,Temperate_Northern_Atlantic,26.82553191,-92.20684232,26.82553191,0.00028636,0.000999361,0.005589084,0.003472952,0.002085767,0.032421426,0.005389195,25.80182728,0.6825959
112_2659976,112,Temperate_Northern_Atlantic,26.86163677,-92.11835339,26.86163677,0.00203887,0.001667356,0.006385322,0.004667357,-0.002666249,0.021796371,0.005840754,25.85979905,0.713155933
112_2659977,112,Temperate_Northern_Atlantic,26.89767647,-92.02983013,26.89767647,0.000957327,0.001142526,0.005253456,0.002316705,0.002989602,0.027829552,0.007369002,25.96928982,1.321456942
112_2659978,112,Temperate_Northern_Atlantic,26.93365088,-91.94127266,26.93365088,0.001484804,0.001485963,0.005882261,0.002771017,-0.004159084,0.015476677,0.006287046,25.83025235,0.892950721
112_2659981,112,Temperate_Northern_Atlantic,27.04118126,-91.67539596,27.04118126,-8.95E-05,0.000560091,0.003635405,0.003135518,0.001288822,0.028586568,0.003888538,25.87667067,0.723558575
112_2659982,112,Temperate_Northern_Atlantic,27.07689339,-91.58670264,27.07689339,0.000150352,0.000608369,0.005284595,0.001544796,0.00199655,0.030674561,0.004505654,25.95357957,1.055481247
112_2659983,112,Temperate_Northern_Atlantic,27.11253965,-91.49797561,27.11253965,-0.000818204,0.000328826,0.00229724,0.004743107,0.001490229,0.028210162,0.003434779,25.92349188,0.710158509
112_2659984,112,Temperate_Northern_Atlantic,27.14811993,-91.40921498,27.14811993,5.92E-05,0.000772801,0.005943486,0.001271041,0.007203241,0.025771328,0.007114345,25.73285476,0.651240716
112_2659985,112,Temperate_Northern_Atlantic,27.18363413,-91.32042086,27.18363413,0.000349412,0.001071166,0.004469937,0.003664193,0.003417526,0.035114189,0.005392588,25.75485245,0.566053214
112_2659986,112,Temperate_Northern_Atlantic,27.21908211,-91.23159334,27.21908211,0.000797635,0.001212121,0.006834266,0.003973671,0.005526827,0.021082213,0.004775707,25.72327212,0.595280503
112_2659987,112,Temperate_Northern_Atlantic,27.25446378,-91.14273254,27.25446378,0.000610322,0.001149516,0.005933702,0.002333844,0.001768829,0.023787064,0.005760695,25.75095825,0.673834534
112_2659994,112,Temperate_Northern_Atlantic,27.50026911,-90.51978401,27.50026911,0.003574058,0.002485482,0.009420304,-0.000222312,0.005388133,0.010630993,0.008848135,25.62443949,0.553338221
112_2659995,112,Temperate_Northern_Atlantic,27.5351162,-90.43066083,27.5351162,0.000673953,0.001239593,0.006376315,0.002287813,0.001915982,0.024026749,0.006417172,25.64656813,0.326130724
112_2660002,112,Temperate_Northern_Atlantic,27.77715476,-89.80590054,27.77715476,0.001378275,0.001729534,0.007334703,0.001145517,0.002069686,0.023460681,0.006574021,25.63503192,0.817146187
112_2660010,112,Temperate_Northern_Atlantic,28.04968377,-89.09000149,28.04968377,0.00091484,0.001415076,0.005526087,0.000678269,0.002594174,0.028109316,0.007560118,25.71932882,1.503033013
112_2660015,112,Temperate_Northern_Atlantic,28.21777822,-88.64156815,28.21777822,5.10E-05,0.000747651,0.00388823,0.001149728,0.007335273,0.02059343,0.006583828,25.49971076,0.924411366
112_2660684,112,Temperate_Northern_Atlantic,25.9912952,-93.96964685,25.9912952,0.000955752,0.001257187,0.006201335,0.002506544,0.010509502,0.031183735,0.006585401,25.84046557,0.739191541
112_2660692,112,Temperate_Northern_Atlantic,26.28844114,-93.26691597,26.28844114,0.000506591,0.000974085,0.00533835,0.002056229,0.001278749,0.021493216,0.005477183,25.90105082,0.714277699
112_2660693,112,Temperate_Northern_Atlantic,26.32529884,-93.17891521,26.32529884,-0.001237804,0.000129647,0.003267363,0.002489389,0.007553539,0.025310831,0.002688726,25.92848566,0.718130375
112_2660697,112,Temperate_Northern_Atlantic,26.47208974,-92.82656197,26.47208974,0.000411672,0.001006379,0.004282254,0.002000397,0.002891206,0.024419661,0.005750007,25.90050805,0.844151026
112_2660699,112,Temperate_Northern_Atlantic,26.54509957,-92.65017656,26.54509957,0.001493975,0.001280332,0.007574783,0.002492103,-0.002268525,0.019356583,0.006571756,25.80259133,0.541466732
112_2660700,112,Temperate_Northern_Atlantic,26.58150766,-92.56193199,26.58150766,0.00100915,0.001197672,0.006019584,0.002300682,0.004642812,0.022766316,0.007284366,25.95623282,0.561555116
112_2660701,112,Temperate_Northern_Atlantic,26.61785103,-92.47365298,26.61785103,0.000188014,0.00085517,0.005355706,0.002351275,0.004405835,0.028335397,0.003403545,25.85223952,0.573103153
112_2660702,112,Temperate_Northern_Atlantic,26.65412957,-92.38533963,26.65412957,0.000994426,0.001221943,0.005470758,0.002185984,-0.000383277,0.019615658,0.005664575,25.80839889,1.062144782
112_2660703,112,Temperate_Northern_Atlantic,26.69034317,-92.29699203,26.69034317,0.000494271,0.000892624,0.003888131,0.002642565,0.002486792,0.028016145,0.006441415,25.93836534,0.736987484
112_2660704,112,Temperate_Northern_Atlantic,26.72649169,-92.20861029,26.72649169,0.002757456,0.001880903,0.007052887,0.003245062,0.005672529,0.013407908,0.007983328,25.80182728,0.6825959
112_2660705,112,Temperate_Northern_Atlantic,26.76257503,-92.1201945,26.76257503,-0.000170044,0.000671334,0.003455732,0.001702379,0.002990925,0.028647948,0.0054805,25.94933472,0.885315081
112_2660706,112,Temperate_Northern_Atlantic,26.79859306,-92.03174477,26.79859306,0.000609516,0.000830811,0.004750175,0.002653142,0.007992034,0.0202038,0.006240032,25.85979905,0.713155933
112_2660707,112,Temperate_Northern_Atlantic,26.83454567,-91.9432612,26.83454567,0.000803503,0.001053945,0.006137103,0.003205817,-0.000669338,0.028134642,0.005274134,25.88162808,0.769608548
112_2660708,112,Temperate_Northern_Atlantic,26.87043274,-91.85474389,26.87043274,-0.000863446,0.000471672,0.003908767,0.004675111,0.004865156,0.022959044,0.004108564,25.93061727,0.683731823
112_2660709,112,Temperate_Northern_Atlantic,26.90625416,-91.76619295,26.90625416,-4.93E-05,0.000736162,0.003968502,0.002538814,0.002744066,0.026823321,0.006017784,26.01196018,1.219516101
112_2660712,112,Temperate_Northern_Atlantic,27.01332333,-91.50033934,27.01332333,-0.001193076,0.000223617,0.003850319,0.006849332,0.00646631,0.024404685,0.005431844,25.84891154,0.680988109
112_2660713,112,Temperate_Northern_Atlantic,27.04888098,-91.4116549,27.04888098,0.000700513,0.000468576,0.006146108,0.000357771,0.006850768,0.028399322,0.00596956,25.90260213,0.758337473
112_2660714,112,Temperate_Northern_Atlantic,27.08437239,-91.32293735,27.08437239,0.000474776,0.001218292,0.004469069,0.00498925,0.004299801,0.02229885,0.002934512,25.86621065,0.626400341
112_2660715,112,Temperate_Northern_Atlantic,27.11979746,-91.2341868,27.11979746,0.001051975,0.00134928,0.006330858,0.002782157,0.002482062,0.01876086,0.006297562,25.86621065,0.626400341
112_2660716,112,Temperate_Northern_Atlantic,27.15515608,-91.14540335,27.15515608,0.000983557,0.000976785,0.005581529,0.003244593,0.009660676,0.018960767,0.007450123,25.74846689,0.873324278
112_2660717,112,Temperate_Northern_Atlantic,27.19044812,-91.05658711,27.19044812,0.000215424,0.000856859,0.005085494,0.003760098,0.003842932,0.021288938,0.004883542,25.70566125,0.556187265
112_2660721,112,Temperate_Northern_Atlantic,27.33094836,-90.7009965,27.33094836,0.000690465,0.001089737,0.00535419,0.000913696,0.004701947,0.022271622,0.011773245,25.74400413,0.645208362
112_2660727,112,Temperate_Northern_Atlantic,27.53968271,-90.16664584,27.53968271,0.001600513,0.001661385,0.007389553,-0.000474217,0.002254283,0.024204557,0.006920327,25.67587857,0.309122005
112_2660731,112,Temperate_Northern_Atlantic,27.67748475,-89.80977955,27.67748475,0.000461608,0.000860025,0.004810379,0.001181198,0.005719878,0.02379706,0.008397107,25.72618292,1.175952596
112_2660738,112,Temperate_Northern_Atlantic,27.91600822,-89.18407156,27.91600822,0.001064708,0.001234135,0.005175629,0.001170831,0.002031776,0.02518188,0.007841099,25.56946498,1.277690199
112_2660740,112,Temperate_Northern_Atlantic,27.98353888,-89.00502391,27.98353888,0.002235648,0.001657823,0.009551083,0.001350047,0.014651931,0.023274436,0.00566505,25.5838562,0.715107318
112_2661424,112,Temperate_Northern_Atlantic,26.29998327,-93.00391744,26.29998327,0.000645057,0.000974495,0.0059866,0.003131803,0.002224004,0.022772827,0.005154936,25.94117889,1.476604029
112_2661426,112,Temperate_Northern_Atlantic,26.3732096,-92.8278105,26.3732096,0.000389734,0.000788299,0.005300402,0.002915736,-0.002127305,0.02626273,0.004198034,25.95079124,0.545266996
112_2661430,112,Temperate_Northern_Atlantic,26.51888737,-92.47518492,26.51888737,0.002547779,0.001719967,0.008150319,0.000603638,0.004803637,0.021831605,0.005522126,25.85223952,0.573103153
112_2661431,112,Temperate_Northern_Atlantic,26.55514467,-92.38694333,26.55514467,0.001558831,0.000974729,0.006521295,-0.000925459,0.003738114,0.028367799,0.006939966,25.89556367,0.631441721
112_2661432,112,Temperate_Northern_Atlantic,26.59133689,-92.29866787,26.59133689,-0.000790705,0.000228467,0.004713387,0.003481703,0.006747655,0.027355468,0.003780692,25.95406864,0.604090654
112_2661433,112,Temperate_Northern_Atlantic,26.62746389,-92.21035863,26.62746389,-0.002163973,-0.000717685,0.00126018,0.003339851,0.001397427,0.039105556,0.003163053,25.86289029,0.660252741
112_2661434,112,Temperate_Northern_Atlantic,26.66352556,-92.12201572,26.66352556,-0.000162812,0.000646809,0.003068591,0.004639097,0.002512669,0.020074206,0.005714283,25.91473241,0.755967618
112_2661435,112,Temperate_Northern_Atlantic,26.69952178,-92.03363925,26.69952178,0.001411718,0.000949027,0.007882531,-0.000146399,-0.002893977,0.023949901,0.007547491,25.88162808,0.769608548
112_2661436,112,Temperate_Northern_Atlantic,26.73545245,-91.9452293,26.73545245,0.001242865,0.001149443,0.005147257,0.002774218,0.004741463,0.010691279,0.007661264,25.85979905,0.713155933
112_2661437,112,Temperate_Northern_Atlantic,26.77131743,-91.856786,26.77131743,-0.000438827,0.000556189,0.004230671,0.004497369,0.001850898,0.026268892,0.0029482,25.99844937,0.621216851
112_2661439,112,Temperate_Northern_Atlantic,26.84284988,-91.67979973,26.84284988,0.001895325,0.001377172,0.008085492,0.001463333,-0.000808487,0.022822405,0.006050523,25.93061727,0.683731823
112_2661440,112,Temperate_Northern_Atlantic,26.87851713,-91.59125697,26.87851713,0.000714671,0.001013302,0.007189536,0.002623204,0.00936153,0.033860058,0.004015218,25.88539257,0.648390069
112_2661441,112,Temperate_Northern_Atlantic,26.91411823,-91.50268128,26.91411823,0.000974664,0.00102205,0.005220555,0.001723772,0.00271824,0.025732196,0.00844846,25.92349188,0.710158509
