ass.name,study,biome,latitude,longitude,abs_latitude,median_betaMPD,median_betaSESMPD,median_betaMNTD,median_betaSR,median_betaJacc,median_betaPhyloSor,median_betaCTI,SST_mean,betaSST_lm
112_522691,112,Temperate_Northern_Atlantic,32.68922409,-78.46007462,32.68922409,-0.001359149,0.001708701,0.002784313,0.00579115,0.011611623,0.008206194,-0.046447621,23.46564467,-0.683400152
112_523255,112,Temperate_Northern_Atlantic,27.54391315,-94.03113105,27.54391315,0.001401599,0.001340919,0.006868639,0.000213996,0.001337536,0.019289451,0.006855771,25.43279758,1.295545146
112_523973,112,Temperate_Northern_Atlantic,27.02647517,-95.00334506,27.02647517,0.001457855,0.001339999,0.006913738,0.003897548,0.001559252,0.016044414,0.005753477,25.57121545,0.634052794
112_525432,112,Temperate_Northern_Atlantic,26.86546869,-94.9184239,26.86546869,-3.72E-06,0.000585005,0.003655097,0.001062187,0.005672714,0.022549351,0.004832941,25.78434878,0.842127113
112_525433,112,Temperate_Northern_Atlantic,26.90366436,-94.83044609,26.90366436,0.001955093,0.001598751,0.006246219,0.00183643,0.00188222,0.017723005,0.006519304,25.61493512,0.854208828
112_525603,112,Temperate_Northern_Atlantic,32.34560289,-79.15394478,32.34560289,-0.001259897,0.001187005,0.004109638,0.00860748,0.006635247,0.015330715,-0.011690747,23.43857364,0.244653081
112_526160,112,Temperate_Northern_Atlantic,26.72762241,-95.00790891,26.72762241,0.002075522,0.001482189,0.006947476,0.002423131,0.011556466,0.022408059,0.005164409,25.69134702,0.822891575
112_526168,112,Temperate_Northern_Atlantic,27.03188247,-94.30370262,27.03188247,0.000137435,0.000632881,0.004411336,0.000788833,0.001863917,0.030353769,0.005617061,25.6471927,0.520570662
112_526171,112,Temperate_Northern_Atlantic,27.1449608,-94.03902387,27.1449608,0.001146028,0.000941963,0.005850299,0.001004389,0.002566392,0.02484294,0.006845162,25.56940659,0.65768116
112_526334,112,Temperate_Northern_Atlantic,32.30402752,-78.98069287,32.30402752,-0.001256802,0.001511796,0.003204251,0.002459364,0.013453941,0.014034884,-0.027830063,24.07861226,-0.490083625
112_526893,112,Temperate_Northern_Atlantic,26.78064483,-94.65784011,26.78064483,0.000136457,0.000664232,0.00508851,0.001337082,0.004279757,0.02508194,0.006887936,25.7830299,1.043602324
112_526894,112,Temperate_Northern_Atlantic,26.81863764,-94.56983947,26.81863764,0.00026088,0.000705028,0.005211842,0.000913979,0.002213772,0.024814917,0.006148297,25.74987691,0.969694372
112_526895,112,Temperate_Northern_Atlantic,26.85656889,-94.48180207,26.85656889,0.001434545,0.001070075,0.007183219,0.000130197,0.008599108,0.023317467,0.007425421,25.67149408,0.525372273
112_526897,112,Temperate_Northern_Atlantic,26.93224619,-94.30561741,26.93224619,0.001789443,0.001347082,0.005796021,0.000681716,0.008267009,0.026050549,0.004638252,25.62128703,0.852407319
112_526899,112,Temperate_Northern_Atlantic,27.0076757,-94.12928683,27.0076757,-0.000225852,0.000413821,0.004827797,0.001161578,0.000943907,0.034505153,0.006409102,25.64398804,1.004421253
112_526902,112,Temperate_Northern_Atlantic,27.12035316,-93.86451892,27.12035316,0.001083511,0.001400335,0.006413649,0.001529574,0.0005596,0.027060804,0.005482555,25.69368727,0.407399586
112_526904,112,Temperate_Northern_Atlantic,27.1951588,-93.68782667,27.1951588,0.001005014,0.001196539,0.005611012,0.001157009,0.002671048,0.025736871,0.006608974,25.57912801,0.755717458
112_527064,112,Temperate_Northern_Atlantic,32.23710742,-78.92285866,32.23710742,-0.001900951,0.001527813,0.003070767,0.001072699,0.006474602,0.014113743,-0.061532814,23.97139311,0.159114629
112_527622,112,Temperate_Northern_Atlantic,26.68107331,-94.65960252,26.68107331,0.002639561,0.001815837,0.009057889,0.00034269,0.013470226,0.018943853,0.009667968,25.65103726,0.442057665
112_527624,112,Temperate_Northern_Atlantic,26.75697918,-94.48365267,26.75697918,-2.19E-05,0.000649886,0.005167549,0.001112269,0.00650189,0.024827863,0.005260325,25.79187927,0.984775587
112_527626,112,Temperate_Northern_Atlantic,26.83263842,-94.3075555,26.83263842,4.30E-05,0.000664892,0.004524641,0.001859769,0.001938807,0.028184358,0.005348763,25.78750581,1.008163695
112_527630,112,Temperate_Northern_Atlantic,26.98321299,-93.95492201,26.98321299,0.002271388,0.001264795,0.009598664,0.000265571,0.008167353,0.025747612,0.003706739,25.64997181,0.436856333
112_527638,112,Temperate_Northern_Atlantic,27.28135823,-93.24791837,27.28135823,0.00169316,0.001783036,0.006922112,0.001797994,-0.002158656,0.017464144,0.006343309,25.61988898,0.479043409
112_528336,112,Temperate_Northern_Atlantic,26.00461771,-95.9755577,26.00461771,0.001614078,0.001354573,0.007506601,0.000918648,0.008249417,0.023731051,0.005799225,25.63059285,0.943126306
112_528359,112,Temperate_Northern_Atlantic,26.88359834,-93.95705684,26.88359834,0.001435588,0.001194998,0.006210256,0.0009811,-0.000119843,0.027039334,0.005367421,25.66676398,0.520148637
112_528360,112,Temperate_Northern_Atlantic,26.9210776,-93.86885078,26.9210776,0.002087261,0.001787998,0.006305948,0.001026562,0.000438625,0.022082882,0.0078876,25.69368727,0.407399586
112_528361,112,Temperate_Northern_Atlantic,26.95849435,-93.78060834,26.95849435,0.000870732,0.001603279,0.00501997,0.0035711,0.003302143,0.015426344,0.003753781,25.68269246,0.344437142
112_528362,112,Temperate_Northern_Atlantic,26.99584848,-93.69232959,26.99584848,0.001880956,0.001204859,0.007140454,-0.000283038,0.000850576,0.024050427,0.006141397,25.69368727,0.407399586
112_528365,112,Temperate_Northern_Atlantic,27.10753383,-93.42727645,27.10753383,0.003124279,0.002034624,0.008353965,0.001103062,0.008607305,0.017559611,0.008377777,25.70270691,0.338808375
112_528366,112,Temperate_Northern_Atlantic,27.14463619,-93.3388534,27.14463619,0.001915351,0.001900256,0.006106098,0.000534268,0.003227258,0.020515571,0.00876673,25.61199341,0.741528851
112_528367,112,Temperate_Northern_Atlantic,27.18167531,-93.25039451,27.18167531,0.003609112,0.002640371,0.007528464,0.00182717,0.009328324,0.027462141,0.007005182,25.62771153,0.43558986
112_528368,112,Temperate_Northern_Atlantic,27.21865105,-93.16189987,27.21865105,0.001036863,0.001451523,0.005593924,0.001931851,0.002181478,0.019142406,0.006491356,25.60695575,0.991633782
112_529090,112,Temperate_Northern_Atlantic,26.85889113,-93.78285295,26.85889113,0.00011962,0.000742934,0.005017139,0.000241178,0.002911718,0.032472296,0.007141227,25.8278691,0.566027504
112_529093,112,Temperate_Northern_Atlantic,26.97073995,-93.518038,26.97073995,0.001899639,0.001254596,0.007862014,0.00065293,0.00285298,0.020782935,0.004249818,25.70710144,0.379790207
112_529095,112,Temperate_Northern_Atlantic,27.04499121,-93.34131351,27.04499121,-0.000627212,0.00041654,0.004078066,0.002844117,0.005525583,0.026977591,0.003391041,25.6952535,0.608998692
112_529096,112,Temperate_Northern_Atlantic,27.08202208,-93.25289718,27.08202208,-0.000617721,0.000239419,0.005452421,0.001507759,0.010412276,0.026097475,0.005668718,25.69756704,0.411806193
112_529097,112,Temperate_Northern_Atlantic,27.11898962,-93.16444491,27.11898962,0.001301427,0.001065522,0.006456124,0.001909336,0.005021386,0.021445506,0.006612129,25.69026252,0.452458161
112_529098,112,Temperate_Northern_Atlantic,27.1558937,-93.07595681,27.1558937,0.003375882,0.002188014,0.007362431,0.002258027,0.010170538,0.020782585,0.008354222,25.62506354,0.60875439
112_529099,112,Temperate_Northern_Atlantic,27.1927342,-92.98743295,27.1927342,0.002300246,0.001886673,0.006450142,0.001364421,-0.002119297,0.010958794,0.005873454,25.62506354,0.60875439
112_529813,112,Temperate_Northern_Atlantic,26.53398234,-94.31349504,26.53398234,0.001161977,0.001381915,0.007261348,0.003787326,-0.001353289,0.025665764,0.006864853,25.75246412,0.388100644
112_529819,112,Temperate_Northern_Atlantic,26.75931624,-93.78511946,26.75931624,0.001810301,0.001797574,0.006846558,0.000644325,0.002234382,0.017429318,0.007022071,25.72969208,1.175117646
112_529823,112,Temperate_Northern_Atlantic,26.9082894,-93.43213509,26.9082894,-0.000425262,0.00063119,0.002988834,0.003149989,0.002725914,0.027703569,0.004443478,25.70710144,0.379790207
112_529824,112,Temperate_Northern_Atlantic,26.94537537,-93.34379805,26.94537537,-0.000194954,0.000704448,0.003198057,0.003651729,0.002609034,0.025713804,0.003811762,25.69578266,0.5114831
112_529825,112,Temperate_Northern_Atlantic,26.98239816,-93.25542481,26.98239816,0.001676636,0.001530505,0.00423954,0.001764578,0.006654379,0.022227639,0.009345126,25.70323588,0.459683711
112_529826,112,Temperate_Northern_Atlantic,27.01935765,-93.16701545,27.01935765,0.000890182,0.001139559,0.003166946,0.003857453,0.000945851,0.023234868,0.006201513,25.70323588,0.459683711
112_529827,112,Temperate_Northern_Atlantic,27.05625372,-93.07857007,27.05625372,0.001034742,0.00137789,0.007354581,0.002086466,0.010289659,0.0196178,0.004454569,25.67713536,0.538090641
112_529828,112,Temperate_Northern_Atlantic,27.09308625,-92.99008877,27.09308625,-0.000785329,0.000530808,0.005029386,0.004956827,0.005404257,0.037283953,0.002544686,25.67713536,0.538090641
112_529829,112,Temperate_Northern_Atlantic,27.12985511,-92.90157162,27.12985511,0.000828131,0.000847773,0.005414619,0.000804877,0.003110199,0.034285249,0.006426921,25.71227304,0.779475168
112_529830,112,Temperate_Northern_Atlantic,27.16656018,-92.81301874,27.16656018,-0.000671296,0.00043361,0.00378234,0.001487627,0.005917042,0.021530504,0.012272439,25.59093047,0.767300602
112_529831,112,Temperate_Northern_Atlantic,27.20320135,-92.7244302,27.20320135,0.001006035,0.001934495,0.005085193,0.002822773,-0.004542952,0.020411409,0.004313207,25.59973382,0.857495641
112_529832,112,Temperate_Northern_Atlantic,27.23977849,-92.6358061,27.23977849,9.34E-05,0.000535496,0.005373628,0.000883043,0.006602845,0.028192868,0.005727186,25.75648905,1.125059611
112_530543,112,Temperate_Northern_Atlantic,26.47218733,-94.22758717,26.47218733,0.001074112,0.001241544,0.006612988,0.001510955,0.003928396,0.023053635,0.003763039,25.72014335,1.511791421
112_530545,112,Temperate_Northern_Atlantic,26.54740666,-94.05162597,26.54740666,0.001144433,0.001331757,0.007068905,0.000750839,0.004616978,0.02357983,0.007925535,25.78714961,1.199060581
112_530546,112,Temperate_Northern_Atlantic,26.58492318,-93.96358974,26.58492318,0.002586614,0.002073382,0.010098377,-0.000520013,0.014004923,0.022923002,0.007974998,25.79027162,0.510630997
112_530548,112,Temperate_Northern_Atlantic,26.65976928,-93.78740643,26.65976928,0.000196002,0.000938624,0.005025351,0.002585363,0.002326512,0.022600231,0.005588518,25.74292086,0.444032432
112_530550,112,Temperate_Northern_Atlantic,26.73436531,-93.61107589,26.73436531,4.09E-05,0.000486469,0.005271082,0.000409734,0.004341659,0.028596897,0.006507702,25.76227824,0.709326501
112_530551,112,Temperate_Northern_Atlantic,26.77156923,-93.52285562,26.77156923,0.002619352,0.001673295,0.007818702,-0.000356853,0.003540681,0.018634056,0.007233081,25.75508407,0.451453078
112_530552,112,Temperate_Northern_Atlantic,26.80871026,-93.4345988,26.80871026,-0.000838779,0.000307048,0.002822671,0.001877082,0.007030169,0.030793269,0.004335698,25.78534173,0.47215484
112_530553,112,Temperate_Northern_Atlantic,26.84578827,-93.34630552,26.84578827,0.000554632,0.000931237,0.004635243,0.001932547,0.00335845,0.029641081,0.006690282,25.82385152,0.615160457
112_530555,112,Temperate_Northern_Atlantic,26.91975476,-93.16960994,26.91975476,0.002574328,0.00228445,0.006374363,0.002667624,0.003370655,0.019874528,0.007849072,25.70323588,0.459683711
112_530556,112,Temperate_Northern_Atlantic,26.95664298,-93.08120781,26.95664298,0.000715132,0.000947823,0.005330411,0.002024011,0.001811219,0.027155141,0.006074259,25.71265564,0.575134027
112_530557,112,Temperate_Northern_Atlantic,26.9934677,-92.99276957,26.9934677,0.001323842,0.000939107,0.007584456,0.001335807,-0.000440806,0.01740761,0.006863489,25.67713536,0.538090641
112_530558,112,Temperate_Northern_Atlantic,27.03022879,-92.90429532,27.03022879,0.000125449,0.000964017,0.004800149,0.004068646,0.003414146,0.02257059,0.002572583,25.71265564,0.575134027
112_530559,112,Temperate_Northern_Atlantic,27.06692612,-92.81578515,27.06692612,0.001406148,0.001245838,0.006857221,0.001581617,0.000862849,0.018506893,0.007657607,25.78294723,0.803367721
112_530560,112,Temperate_Northern_Atlantic,27.10355959,-92.72723914,27.10355959,0.000705979,0.001045393,0.006344393,0.002121847,0.001891286,0.023089488,0.005106965,25.68740845,0.974450706
112_530561,112,Temperate_Northern_Atlantic,27.14012906,-92.6386574,27.14012906,0.000234652,0.000770559,0.004093799,0.003327212,0.006553313,0.024733106,0.006242546,25.64567973,0.82874168
112_530562,112,Temperate_Northern_Atlantic,27.17663442,-92.55004002,27.17663442,0.00110631,0.001030095,0.006171525,0.004058324,0.000940985,0.031076483,0.002258448,25.77422921,1.554261953
112_530563,112,Temperate_Northern_Atlantic,27.21307554,-92.46138708,27.21307554,0.001122771,0.001168859,0.005495474,0.00328881,0.002111462,0.017586846,0.00648514,25.79628398,1.288551434
112_530564,112,Temperate_Northern_Atlantic,27.24945232,-92.37269869,27.24945232,-0.000302206,0.000497852,0.003728955,0.002673634,0.00240288,0.025394005,0.005680602,25.80875549,1.341188842
112_530566,112,Temperate_Northern_Atlantic,27.32201233,-92.19521593,27.32201233,4.84E-05,0.000673218,0.006430515,0.00093924,0.010140319,0.024479373,0.00503661,25.58131855,0.973747677
112_530604,112,Temperate_Northern_Atlantic,28.65043424,-88.79725942,28.65043424,0.002770425,0.002468022,0.006359165,0.00150484,0.005984892,0.019317411,0.011500441,24.94979757,0.819942492
112_530606,112,Temperate_Northern_Atlantic,28.71764656,-88.61712398,28.71764656,-0.000179759,0.000685428,0.004218891,0.00244065,0.002882468,0.031128229,0.006843034,25.13190556,1.311135564
112_531263,112,Temperate_Northern_Atlantic,26.0312473,-95.01922164,26.0312473,-0.000148993,0.000533465,0.005869569,0.001810578,0.002046,0.021246138,0.005461587,25.9187383,0.790395868
112_531274,112,Temperate_Northern_Atlantic,26.4479113,-94.0537963,26.4479113,-0.000164526,0.00070096,0.00366578,0.002643597,0.003004872,0.028567074,0.00574498,25.77571259,0.949307968
112_531275,112,Temperate_Northern_Atlantic,26.48541977,-93.96580545,26.48541977,0.000917562,0.001129185,0.006404893,0.003238383,0.00475911,0.019311327,0.006587982,25.75863647,0.688954196
112_531279,112,Temperate_Northern_Atlantic,26.63483006,-93.61347155,26.63483006,5.35E-05,0.000582003,0.004356718,0.002066757,0.002268387,0.031328055,0.004613967,25.76227824,0.709326501
112_531280,112,Temperate_Northern_Atlantic,26.67202611,-93.52529587,26.67202611,0.000113053,0.000897602,0.00457895,0.001996219,0.003491913,0.022502728,0.007327317,25.77588298,0.516173889
112_531282,112,Temperate_Northern_Atlantic,26.74622953,-93.34883445,26.74622953,-0.000469094,0.000575891,0.004443373,0.004591972,0.00237912,0.022253571,0.002853646,25.76315323,0.429620004
112_531284,112,Temperate_Northern_Atlantic,26.82018054,-93.17222686,26.82018054,0.000497853,0.001013071,0.00458432,0.001765457,0.012419013,0.019123927,0.008141785,25.75221965,0.705538803
112_531285,112,Temperate_Northern_Atlantic,26.85706108,-93.08386848,26.85706108,0.001744108,0.002113786,0.006613387,0.000781144,-0.000143073,0.022290928,0.006766841,25.76151311,0.496763102
112_531286,112,Temperate_Northern_Atlantic,26.89387815,-92.99547382,26.89387815,0.001897577,0.0016965,0.005843539,0.001678355,0.005633161,0.01632477,0.007172985,25.68936734,0.589574412
112_531287,112,Temperate_Northern_Atlantic,26.93063163,-92.90704298,26.93063163,0.001084946,0.000957124,0.00643074,0.001719399,0.000609293,0.02968847,0.006243757,25.77752188,0.659211924
112_531288,112,Temperate_Northern_Atlantic,26.96732139,-92.81857604,26.96732139,0.000413788,0.000777777,0.005384563,0.001412997,0.001404182,0.03070306,0.006417177,25.70346199,0.851476229
112_531289,112,Temperate_Northern_Atlantic,27.00394731,-92.73007309,27.00394731,1.98E-05,0.00096641,0.004596602,0.004010931,0.00216703,0.027300369,0.005125031,25.61468065,0.760737537
112_531291,112,Temperate_Northern_Atlantic,27.07700717,-92.55295955,27.07700717,0.000451389,0.000718654,0.005586974,0.001833951,0.004550592,0.02543949,0.00601492,25.86119792,2.371132281
112_531292,112,Temperate_Northern_Atlantic,27.11344087,-92.46434914,27.11344087,0.000772015,0.00139167,0.005041282,0.002233631,0.001432614,0.018784554,0.006216722,25.86008824,1.222122834
112_531293,112,Temperate_Northern_Atlantic,27.14981025,-92.37570309,27.14981025,0.001049115,0.001299172,0.006534411,0.001922986,0.002089498,0.023490157,0.006509045,25.60824483,0.993972076
112_531294,112,Temperate_Northern_Atlantic,27.18611519,-92.28702151,27.18611519,0.000209201,0.00079368,0.003945659,0.001352303,0.002244893,0.028415102,0.005279632,25.65506296,1.044599918
112_531295,112,Temperate_Northern_Atlantic,27.22235557,-92.19830447,27.22235557,0.001197615,0.001322078,0.006902438,0.002205048,-0.007792201,0.022340582,0.005367073,25.58131855,0.973747677
112_531296,112,Temperate_Northern_Atlantic,27.25853129,-92.10955209,27.25853129,0.00020366,0.000878316,0.005365768,0.001749053,0.001967491,0.023175554,0.006753361,25.63461304,1.368644748
112_531297,112,Temperate_Northern_Atlantic,27.29464221,-92.02076444,27.29464221,0.001453468,0.001379499,0.00631943,0.000500796,0.006327602,0.024308184,0.007392971,25.83240662,1.295975799
112_531299,112,Temperate_Northern_Atlantic,27.36666921,-91.84308378,27.36666921,-0.000121775,0.000677041,0.005934508,0.00070807,0.003652623,0.032533716,0.007323423,25.70396478,0.778658577
112_531300,112,Temperate_Northern_Atlantic,27.40258505,-91.75419096,27.40258505,0.003950909,0.002705197,0.008066553,0.002421213,0.008180104,0.01483482,0.008097551,25.58085531,0.78009807
112_531302,112,Temperate_Northern_Atlantic,27.47422084,-91.57630081,27.47422084,0.000291637,0.000960635,0.004977129,0.001884962,0.002993006,0.028709792,0.006227021,25.68073789,1.245153375
112_531303,112,Temperate_Northern_Atlantic,27.50994056,-91.4873037,27.50994056,0.002852737,0.001786628,0.008494072,0.000809332,-0.001029079,0.02795337,0.007092328,25.52335706,0.617417923
112_531332,112,Temperate_Northern_Atlantic,28.51681971,-88.89178146,28.51681971,0.000632073,0.001252513,0.005119599,0.000685007,0.005347867,0.024437131,0.007680982,25.33229109,1.510561647
112_531333,112,Temperate_Northern_Atlantic,28.55052308,-88.8017942,28.55052308,0.00128508,0.001478519,0.005675643,0.003168652,-0.005114967,0.017383641,0.006494828,25.28176778,0.903818308
112_531339,112,Temperate_Northern_Atlantic,28.75129377,-88.26121899,28.75129377,0.0009097,0.001235317,0.004330254,0.001729762,0.00333309,0.022115259,0.007088788,25.1622406,0.835797327
112_531455,112,Temperate_Northern_Atlantic,32.52123952,-78.05582965,32.52123952,-0.000512691,0.000665527,0.003166335,0.003105104,0.002784047,0.026817695,0.006084452,25.14819743,0.650890323
112_531507,112,Temperate_Northern_Atlantic,35.99744186,-74.85654232,35.99744186,0.001952792,0.001183307,0.00721285,-0.000167045,-0.002051682,0.020849165,0.002442383,19.19773618,0.629163185
112_531508,112,Temperate_Northern_Atlantic,36.06406164,-74.79173925,36.06406164,-0.000636649,0.000274031,0.005381823,0.001571501,0.002045346,0.025581712,0.007673185,19.24593336,0.602018343
112_531509,112,Temperate_Northern_Atlantic,36.13066864,-74.72680473,36.13066864,-0.00026028,0.000343348,0.005660377,0.003117498,-0.00403194,0.021962537,0.006069078,17.961915,0.571213124
112_531510,112,Temperate_Northern_Atlantic,36.19726263,-74.66173832,36.19726263,-0.000531426,0.00021296,0.005940144,0.001678706,0.003625593,0.030761963,0.004235075,17.90928403,0.69842942
112_531564,112,Temperate_Northern_Atlantic,39.76701272,-70.93923518,39.76701272,-0.000541242,0.00015601,0.006014624,0.001985854,0.001529309,0.026167967,0.004366388,15.41047736,0.921552913
112_531565,112,Temperate_Northern_Atlantic,39.83249479,-70.8661782,39.83249479,-0.000979825,-8.03E-05,0.005295545,0.002594946,0.00196169,0.021360383,0.003657162,15.42745507,0.922086112
112_531566,112,Temperate_Northern_Atlantic,39.8979489,-70.79296174,39.8979489,0.00071539,0.00101661,0.005897885,0.001164171,0.003154818,0.028370273,0.005554259,14.33537336,1.018825962
112_531567,112,Temperate_Northern_Atlantic,39.96337476,-70.71958526,39.96337476,0.000989168,0.0013608,0.007190044,0.002019909,0.003105479,0.025264566,0.006375031,14.44556071,1.549130832
112_532184,112,Temperate_Northern_Atlantic,32.43575618,-77.99301209,32.43575618,0.000706994,0.000991077,0.005439172,0.000229413,0.002001261,0.026048224,0.007758573,25.14819743,0.650890323
112_532185,112,Temperate_Northern_Atlantic,32.50266586,-77.93455546,32.50266586,0.000827767,0.001179061,0.006326655,0.000855898,0.002321762,0.023770468,0.007831679,25.1512085,1.210916045
112_532189,112,Temperate_Northern_Atlantic,32.77028976,-77.69962431,32.77028976,-0.005457623,-0.007167454,-0.007046878,-0.004759302,0.003043865,0.019756419,0.165608063,24.73942261,0.029092741
112_532190,112,Temperate_Northern_Atlantic,32.83719104,-77.6406135,32.83719104,-0.003817408,-0.002373095,-0.000347575,-0.000827548,0.002665695,0.023594944,0.121200614,24.685389,0.132147119
112_532235,112,Temperate_Northern_Atlantic,35.84223097,-74.86322693,35.84223097,0.004382395,0.002106898,0.008051364,-0.00054999,0.015343525,0.017875148,0.009264658,20.93689517,0.561188877
112_532236,112,Temperate_Northern_Atlantic,35.90880855,-74.79864999,35.90880855,0.000487332,0.000606042,0.005055068,0.002153856,-0.004058914,0.017141067,0.006689149,19.23008157,0.590849638
112_532237,112,Temperate_Northern_Atlantic,35.97537381,-74.73394211,35.97537381,0.000320495,0.000713564,0.006933335,0.001501141,0.002495857,0.038694946,0.001162515,19.19773618,0.629163185
112_532238,112,Temperate_Northern_Atlantic,36.04192652,-74.66910284,36.04192652,-0.00059884,-9.73E-06,0.003987313,0.003721953,0.001902776,0.01572632,0.003623384,19.19773618,0.629163185
112_532239,112,Temperate_Northern_Atlantic,36.10846644,-74.60413173,36.10846644,0.000593504,0.000911264,0.005631652,0.001146447,0.001814129,0.018150428,0.007316604,20.60435239,0.65910543
112_532295,112,Temperate_Northern_Atlantic,39.80645612,-70.74083762,39.80645612,0.000802142,0.001376157,0.006487583,0.001519611,0.0029866,0.022857291,0.007227212,15.44991252,2.296492588
112_532296,112,Temperate_Northern_Atlantic,39.87183941,-70.66756291,39.87183941,0.001154816,0.001112774,0.006772324,0.001072872,0.001030261,0.014755369,0.004528736,15.42745507,0.922086112
112_532297,112,Temperate_Northern_Atlantic,39.93719433,-70.59412783,39.93719433,0.002235543,0.001891398,0.00810675,0.000174338,0.000632404,0.028186248,0.008367012,14.34855381,1.63817388
112_532298,112,Temperate_Northern_Atlantic,40.00252059,-70.52053184,40.00252059,0.001337619,0.001666847,0.007539651,0.001562017,0.002404005,0.031597035,0.007325378,14.37993497,2.218923649
112_532915,112,Temperate_Northern_Atlantic,32.48395485,-77.81331063,32.48395485,0.000906287,0.001097716,0.005783784,0.001226771,0.002083242,0.022426117,0.005898194,25.30154419,0.797925997
112_532917,112,Temperate_Northern_Atlantic,32.61763401,-77.69603768,32.61763401,0.00017099,0.000891834,0.004989848,0.001081536,0.002664193,0.029066832,0.007278599,25.28895354,0.929862695
112_532918,112,Temperate_Northern_Atlantic,32.68447124,-77.63723452,32.68447124,0.000720083,0.001252262,0.006519909,0.001135043,0.002354959,0.0232766,0.007784741,24.75292213,2.030707092
112_532921,112,Temperate_Northern_Atlantic,32.88497117,-77.4601538,32.88497117,0.000302217,0.001158002,0.004580884,0.000873255,0.001937845,0.031178303,0.006143869,24.85366437,1.063635206
112_532964,112,Temperate_Northern_Atlantic,35.75362982,-74.80524675,35.75362982,0.000782216,0.00064043,0.005171486,0.001014941,-0.00117978,0.012331536,0.007012877,20.94823061,0.617142786
112_532965,112,Temperate_Northern_Atlantic,35.82015235,-74.74076607,35.82015235,-0.000315768,4.45E-05,0.005326549,-0.000820722,-0.001702632,0.020231939,0.010697378,20.93689517,0.561188877
112_532966,112,Temperate_Northern_Atlantic,35.88666279,-74.6761545,35.88666279,-0.001176802,7.51E-05,0.00556824,0.000383239,0.000639142,0.029609696,0.0045164,19.19773618,0.629163185
112_532967,112,Temperate_Northern_Atlantic,35.9531609,-74.61141157,35.9531609,0.000407311,0.000623321,0.006663868,-6.99E-05,0.007969543,0.036606236,0.005517985,20.60435239,0.65910543
112_532968,112,Temperate_Northern_Atlantic,36.01964644,-74.54653686,36.01964644,0.002425994,0.001819468,0.008205602,0.002394062,0.004384094,0.030122349,0.005484591,20.60435239,0.65910543
112_533026,112,Temperate_Northern_Atlantic,39.84558085,-70.54227773,39.84558085,0.00167704,0.00171338,0.006908247,0.000337919,0.000897919,0.022233716,0.008075917,15.55429654,0.815371346
112_533027,112,Temperate_Northern_Atlantic,39.91086481,-70.46878479,39.91086481,0.005319016,0.002812046,0.010012969,-0.000995262,0.002020192,0.01901981,0.010427211,14.30906419,1.180239827
112_533028,112,Temperate_Northern_Atlantic,39.97611998,-70.39513059,39.97611998,0.002166932,0.002123263,0.007550831,-0.000755155,0.001474247,0.022044312,0.007539499,14.32667149,1.065338149
112_533692,112,Temperate_Northern_Atlantic,35.59852811,-74.81152349,35.59852811,0.000438421,0.000804354,0.005459715,0.003573942,-0.006562209,0.023190609,0.004468551,22.70783314,0.507065265
112_533693,112,Temperate_Northern_Atlantic,35.6650069,-74.74727061,35.6650069,0.000376756,0.00047461,0.004950912,0.002664213,-0.0012872,0.02381251,0.005939699,20.93689517,0.561188877
112_533694,112,Temperate_Northern_Atlantic,35.73147406,-74.68288731,35.73147406,0.000990522,0.000720987,0.005451204,-0.000100013,0.001332145,0.02229963,0.006498328,20.93689517,0.561188877
112_533695,112,Temperate_Northern_Atlantic,35.79792936,-74.61837316,35.79792936,0.000925031,0.000809587,0.006303546,0.001982067,-0.001088726,0.025069398,0.003600293,22.27259318,1.003383176
112_533753,112,Temperate_Northern_Atlantic,39.62336434,-70.63679212,39.62336434,0.001488734,0.001546047,0.00811911,0.000499213,0.001753646,0.034387142,0.007459636,16.50721893,2.909898399
112_533755,112,Temperate_Northern_Atlantic,39.75393199,-70.49049525,39.75393199,-0.001534373,-0.000172683,0.00502808,0.000776423,0.002250359,0.02711023,0.004046808,15.53344394,1.0906478
112_533756,112,Temperate_Northern_Atlantic,39.81917352,-70.41710627,39.81917352,0.003354078,0.002555865,0.008482134,0.002032756,0.001782452,0.020948185,0.007861349,15.66466675,1.94965881
112_533757,112,Temperate_Northern_Atlantic,39.88438647,-70.34355621,39.88438647,0.00156196,0.001108156,0.007439584,0.001591859,0.001155654,0.023655331,0.007836005,14.3537294,1.068742601
112_533758,112,Temperate_Northern_Atlantic,39.94957051,-70.26984454,39.94957051,0.00136791,0.001689475,0.007818721,0.00307479,0.002768653,0.034852694,0.006527948,14.25784709,2.444282392
112_534420,112,Temperate_Northern_Atlantic,35.44350615,-74.81747406,35.44350615,-0.000907039,4.59E-05,0.004011681,0.004813835,0.00043868,0.022067459,0.001898103,22.70783314,0.507065265
112_534421,112,Temperate_Northern_Atlantic,35.50994017,-74.7534496,35.50994017,0.002377855,0.001606348,0.006527347,0.001250943,-0.001958972,0.025170471,0.005696475,22.70783314,0.507065265
112_534422,112,Temperate_Northern_Atlantic,35.57636303,-74.6892952,35.57636303,0.003657808,0.002161267,0.009543764,-0.00232529,0.001902428,0.017625746,0.010265567,22.70783314,0.507065265
112_534423,112,Temperate_Northern_Atlantic,35.6427745,-74.62501042,35.6427745,0.002846563,0.002017719,0.007191361,-0.002070078,0.00232417,0.022997367,0.008985543,20.99835442,1.157889987
